,S,E,I,R,D,C,L,time
0,3826921.5,0.0,1.0,0.0,0.0,0.0,0.0,0
1,3826920.20000034,1.2999996603014563,0.8711340206185567,0.10309278350515465,0.025773195876288662,0.5,0.0,1
2,3826914.350011915,0.0,7.90886286412152,0.1929001767048011,0.04822504417620028,1.6499977961876047,0.08762886597938145,2
3,3826904.0685120877,10.281499827362031,6.889679505342974,1.0082468637276385,0.2520617159319096,5.724991838703359,0.16396515019908095,3
4,3826857.8023936274,0.0,62.54947343874129,1.7185063469812416,0.4296265867453104,14.940590133027898,0.8570098341684927,4
5,3826776.4894528496,81.31294077788564,54.488974284264316,8.16690567056282,2.041726417640705,47.28939331935139,1.4607303949340553,5
6,3826410.620687858,0.0,494.6502334667316,13.783262939902045,3.445815734975511,120.28539227648287,6.941869819978396,6
7,3825767.6613964387,642.9592914206336,430.9066466797817,64.77813236946203,16.194533092365507,376.22504834738214,11.715773498916738,7
8,3822876.8112758873,0.0,3909.2700272446996,109.13495749426639,27.283739373566597,953.063259348777,55.06141251404272,8
9,3817800.132807217,5076.678468670453,3405.49811651729,512.1524860761942,128.03812151904856,2975.9076214051256,92.76471387012643,9
10,3795108.280353008,0.0,30740.347396851186,859.097800113024,214.774450028256,7500.970464260348,435.3296131647651,10
11,3755478.0471745897,39630.23317841774,26778.962423030152,4028.2057791698476,1007.0514447924619,23408.080287756424,730.2331300960705,11
12,3586210.4474950912,0.0,232533.99362303002,6542.447105503258,1635.6117763758145,56983.54102836444,3423.9749122943704,12
13,3302930.4520085696,283279.99548652145,202568.27279531996,30515.023767671308,7628.755941917827,177339.56728081882,5561.0800396777695,13
14,2414711.0365702976,0.0,1361770.0051513873,40353.1666226516,10088.2916556629,344925.1196082573,25937.770202520613,14
15,1297686.7490593072,1117024.2875109909,1186284.1797452809,180741.82694753693,45185.45673688423,1051030.8513231084,34300.19162925386,15
16,355904.3627636614,0.0,3297004.768776661,139210.69476774224,34802.67369193556,1063767.0151485663,153630.5529054064,16
17,0.0,394209.5795377781,2840436.9375193096,473820.7863543299,118455.19658858248,2768384.030495974,118329.0905525809,17
18,0.0,0.0,3172133.6242078254,523831.1006337392,130957.7751584348,3198980.354056866,402747.6684011804,18
19,0.0,0.0,2763353.517995477,850855.1856036183,212713.79640090457,5112441.604056866,445256.4355386783,19
20,0.0,0.0,2407251.260521833,1135736.9915825333,283934.24789563334,5740383.749999999,723226.9077630755,20
21,0.0,0.0,2097038.4692174732,1383907.2246260215,345976.80615650536,5740383.750000001,965376.4428451533,21
22,0.0,0.0,1826801.553081201,1600096.7575350394,400024.18938375986,5740383.75,1176321.1409321183,22
23,0.0,0.0,1591388.9818078503,1788426.81455372,447106.70363843,5740383.75,1360082.2439047834,23
24,0.0,0.0,1386313.0820903436,1952487.534327725,488121.88358193124,5740383.749999999,1520162.7923706619,24
25,0.0,0.0,1207664.4890374641,2095406.4087700285,523851.6021925071,5740383.75,1659614.404178566,25
26,0.0,0.0,1052037.6218934613,2219907.9024852314,554976.9756213079,5740383.750000001,1781095.4474545242,26
27,0.0,0.0,916465.7634020357,2328365.3892783714,582091.3473195928,5740383.749999999,1886921.7171124467,27
28,0.0,0.0,798364.5052316702,2422846.3958146637,605711.5989536659,5740383.75,1979110.5808866157,28
29,0.0,0.0,695482.4813616097,2505152.0149107124,626288.0037276781,5740383.75,2059419.4364424641,29
30,0.0,0.0,605858.4502583094,2576851.2397933523,644212.8099483381,5740383.749999999,2129379.2126741055,30
31,0.0,0.0,527783.907699249,2639310.8738406007,659827.7184601502,5740383.750000001,2190323.5538243493,31
32,0.0,0.0,459770.51753182005,2693721.585974544,673430.396493636,5740383.75,2243414.2427645107,32
33,0.0,0.0,400521.739499369,2741120.6084005046,685280.1521001261,5740383.75,2289663.348078362,33
34,0.0,0.0,348908.1132752236,2782411.5093798214,695602.8773449553,5740383.750000001,2329952.517140429,34
35,0.0,0.0,303945.7275438803,2818381.4179648957,704595.3544912239,5740383.749999999,2365049.782972848,35
36,0.0,0.0,264777.4636851328,2849716.0290518934,712429.0072629733,5740383.749999999,2395624.2052701614,36
37,0.0,0.0,230656.65650921362,2877012.674792629,719253.1686981573,5740383.750000001,2422258.6246941094,37
38,0.0,0.0,200932.86056730463,2900791.711546156,725197.927886539,5740383.749999999,2445460.773573735,38
39,0.0,0.0,175039.4507003839,2921506.4394396925,730376.6098599231,5740383.75,2465672.9548142324,39
40,0.0,0.0,152482.8204554891,2939551.743635609,734887.9359089022,5740383.750000001,2483280.473523739,40
41,0.0,0.0,132832.9724586477,2955271.622033082,738817.9055082705,5740383.75,2498618.9820902674,41
42,0.0,0.0,115715.32136861578,2968965.7429051073,742241.4357262768,5740383.75,2511980.8787281197,42
43,0.0,0.0,100803.55315101067,2980895.1574791917,745223.7893697979,5740383.750000001,2523620.881469341,43
44,0.0,0.0,87813.4045490763,2991287.276360739,747821.8190901848,5740383.75,2533760.883857313,44
45,0.0,0.0,76497.24416904068,3000340.2046647677,750085.0511661919,5740383.75,2542594.184906628,45
46,0.0,0.0,66639.35187921586,3008226.5184966275,752056.6296241569,5740383.75,2550289.1739650527,46
47,0.0,0.0,58051.80653395608,3015096.5547728357,753774.1386932089,5740383.75,2556992.540722133,47
48,0.0,0.0,50570.90363009575,3021081.2770959237,755270.3192739809,5740383.749999999,2562832.0715569104,48
49,0.0,0.0,44054.03460559887,3026294.772315521,756573.6930788802,5740383.749999999,2567919.085531535,49
50,0.0,0.0,38376.968290444376,3030836.4253676445,757709.1063419111,5740383.75,2572350.5564681925,50
51,0.0,0.0,33431.482686005664,3034792.8138511954,758698.2034627988,5740383.75,2576210.961562498,51
52,0.0,0.0,29123.30192749978,3038239.3584580002,759559.8396145001,5740383.75,2579573.891773516,52
53,0.0,0.0,25370.299101791043,3041241.7607185673,760310.4401796418,5740383.75,2582503.4546893,53
54,0.0,0.0,22100.93066083859,3043857.255471329,760964.3138678323,5740383.75,2585055.496610782,54
55,0.0,0.0,19252.872585988254,3046135.7019312093,761533.9254828023,5740383.75,2587278.6671506297,55
56,0.0,0.0,16771.83230428874,3048120.534156569,762030.1335391422,5740383.750000001,2589215.346641528,56
57,0.0,0.0,14610.513708375242,3049849.5890332996,762462.3972583249,5740383.75,2590902.4540330833,57
58,0.0,0.0,12727.715550079463,3051355.8275599363,762838.9568899841,5740383.75,2592372.1506783045,58
59,0.0,0.0,11087.546020430047,3052667.963183656,763166.990795914,5740383.75,2593652.4534259457,59
60,0.0,0.0,9658.738543570505,3053811.0091651436,763452.7522912859,5740383.75,2594767.7687061075,60
61,0.0,0.0,8414.055741563996,3054806.755406749,763701.6888516872,5740383.75,2595739.357790372,61
62,0.0,0.0,7329.770207857296,3055674.183833714,763918.5459584285,5740383.75,2596585.742095737,62
63,0.0,0.0,6385.21219138084,3056429.830246895,764107.4575617238,5740383.75,2597323.056258657,63
