Time;Susceptible;Exposed;Infected;Recovered;Death;2nd Effects Cases
7,5;7653841,527;2,276863884;0,895454991;0,297942753;0,002554224;0,25325134
7,75;7653841,236;2,464392812;0,969531754;0,327109757;0,002804269;0,278043294
8;7653840,921;2,667472622;1,049699026;0,358689611;0,003074999;0,304886169
8,25;7653840,58;2,887375868;1,136463582;0,392880694;0,003368115;0,33394859
8,5;7653840,211;3,125481962;1,230373394;0,429897897;0,003685459;0,365413212
8,75;7653839,811;3,383285703;1,332021131;0,469973955;0,004029025;0,399477862
9;7653839,378;3,662406563;1,442047937;0,513360911;0,004400976;0,436356775
9,25;7653838,909;3,964598773;1,561147509;0,560331691;0,00480365;0,476281937
9,5;7653838,402;4,291762275;1,690070489;0,611181814;0,005239582;0,519504542
9,75;7653837,852;4,645954607;1,829629223;0,666231252;0,005711514;0,566296564
10;7653837,258;5,029403795;1,980702893;0,725826435;0,006222415;0,61695247
10,25;7653836,614;5,444522322;2,144243073;0,790342431;0,006775502;0,671791067
10,5;7653835,917;5,89392227;2,321279735;0,860185303;0,007374256;0,731157507
10,75;7653835,163;6,380431732;2,512927746;0,935794661;0,008022445;0,795425462
11;7653834,346;6,907112576;2,720393896;1,01764643;0,00872415;0,864999466
11,25;7653833,462;7,4772797;2,944984508;1,106255844;0,009483787;0,940317467
11,5;7653832,505;8,094521874;3,188113667;1,202180684;0,010306138;1,021853582
11,75;7653831,469;8,762724313;3,451312128;1,306024794;0,01119638;1,110121075
12;7653830,347;9,486093123;3,736236959;1,418441876;0,012160117;1,205675595
12,25;7653829,133;10,26918176;4,04468198;1,540139607;0,013203416;1,309118666
12,5;7653827,818;11,11691969;4,378589054;1,671884094;0,014332844;1,42110148
12,75;7653826,395;12,03464341;4,740060318;1,814504694;0,015555512;1,54232899
13;7653824,855;13,02813003;5,13137142;1,968899234;0,016879116;1,673564349
13,25;7653823,187;14,10363362;5,554985843;2,136039666;0,018311989;1,815633716
13,5;7653821,382;15,26792463;6,013570419;2,316978184;0,019863151;1,969431456
13,75;7653819,427;16,52833241;6,510012117;2,512853843;0,021542368;2,135925766
14;7653817,312;17,89279145;7,047436218;2,724899737;0,02336021;2,316164776
14,25;7653815,021;19,36989124;7,629225991;2,954450756;0,02532812;2,511283142
14,5;7653812,542;20,96893038;8,25904399;3,20295199;0,027458489;2,722509191
14,75;7653809,857;22,69997511;8,940855113;3,471967828;0,029764727;2,951172654
15;7653806,952;24,57392264;9,678951562;3,763191805;0,032261352;3,198713034
15,25;7653803,806;26,60256979;10,47797986;4,07845726;0,034964081;3,466688671
15,5;7653800,401;28,79868721;11,34297011;4,419748884;0,03788993;3,756786552
15,75;7653796,714;31,1760998;12,27936763;4,789215207;0,041057316;4,070832926
16;7653792,723;33,74977368;13,2930673;5,189182126;0,044486181;4,410804807
16,25;7653788,403;36,53591044;14,39045057;5,622167547;0,048198108;4,778842415
16,5;7653783,726;39,55204912;15,57842572;6,090897236;0,052216466;5,177262651
16,75;7653778,663;42,81717657;16,86447131;6,598321977;0,056566552;5,60857368
17;7653773,183;46,35184698;18,25668324;7,147636146;0,061275751;6,075490724
17,25;7653767,249;50,17831127;19,76382574;7,742297822;0,066373708;6,580953149
17,5;7653760,826;54,32065712;21,39538653;8,386050556;0,071892516;7,128142973
17,75;7653753,873;58,80496055;23,16163653;9,082946934;0,077866918;7,720504894
18;7653746,345;63,65945013;25,07369452;9,83737409;0,084334523;8,361767977
18,25;7653738,196;68,91468453;27,14359714;10,65408132;0,091336048;9,055969123
18,5;7653729,375;74,60374495;29,38437461;11,53820999;0,098915567;9,807478488
18,75;7653719,825;80,76244323;31,81013282;12,49532587;0,107120797;10,62102699
19;7653709,487;87,42954732;34,43614203;13,53145421;0,11600339;11,50173608
19,25;7653698,295;94,64702516;37,27893306;14,65311764;0,125619264;12,45514999
19,5;7653686,18;102,4603089;40,35640128;15,86737724;0,136028953;13,48727065
19,75;7653673,064;110,9185806;43,68791928;17,18187697;0,147297987;14,60459542
20;7653658,866;120,075082;47,29445877;18,60489182;0,159497308;15,81415804
20,25;7653643,496;129,9874494;51,19872261;20,14537985;0,17270371;17,12357288
20,5;7653626,857;140,7180761;55,42528763;21,81303864;0,187000331;18,54108284
20,75;7653608,844;152,3345054;60,00075936;23,61836626;0,202477169;20,07561132
21;7653589,344;164,9098554;64,95393944;25,57272739;0,219231652;21,73681828
21,25;7653568,235;178,5232786;70,31600689;27,68842486;0,23736925;23,53516113
21,5;7653545,383;193,2604607;76,12071429;29,97877706;0,25700414;25,4819605
21,75;7653520,645;209,2141589;82,40460019;32,45820177;0,278259924;27,5894715
22;7653493,864;226,4847855;89,20721904;35,14230693;0,301270407;29,87096089
22,25;7653464,873;245,1810397;96,57139006;38,04798885;0,326180439;32,34079052
22,5;7653433,489;265,4205914;104,5434667;41,19353856;0,353146826;35,01450778
22,75;7653399,514;287,3308205;113,1736282;44,59875693;0,382339318;37,90894339
23;7653362,735;311,0496188;122,5161953;48,28507928;0,413941678;41,04231739
23,25;7653322,92;336,7262565;132,6299722;52,27571028;0,448152837;44,43435374
23,5;7653279,818;364,5223208;143,5786161;56,59576999;0,485188144;48,10640449
23,75;7653233,158;394,6127319;155,431038;61,27245191;0,525280727;52,08158413
24;7653182,647;427,1868422;168,2618359;66,33519416;0,568682956;56,38491504
24,25;7653127,967;462,4496268;182,151764;71,81586467;0,615668028;61,04348497
24,5;7653068,773;500,6229713;197,1882409;77,74896172;0,666531694;66,08661746
24,75;7653004,694;541,9470662;213,4658988;84,17183099;0,721594113;71,54605635
25;7652935,325;586,6819155;231,087179;91,1249006;0,781201871;77,45616551
25,25;7652860,23;635,1089704;250,1629757;98,65193535;0,845730157;83,85414505
25,5;7652778,938;687,5328962;270,8133335;106,8003122;0,915585127;90,78026535
25,75;7652690,936;744,2834858;293,1682015;115,6213181;0,991206459;98,27812038
26;7652595,67;805,7177296;317,3682506;125,1704729;1,073070115;106,394902
26,25;7652492,543;872,2220562;343,5657572;135,5078783;1,161691342;115,1816965
26,5;7652380,903;944,2147566;371,92556;146,698596;1,257627903;124,6938066
26,75;7652260,051;1022,148609;402,6260958;158,813057;1,361483595;134,9910985
27;7652129,224;1106,513716;435,8605206;171,9275043;1,473912039;146,1383786
27,25;7651987,601;1197,840579;471,8379218;186,1244723;1,595620791;158,2058014
27,5;7651834,291;1296,703423;510,7846321;201,493306;1,727375796;171,2693101
27,75;7651668,33;1403,723791;552,9456497;218,1307227;1,870006195;185,4111143
28;7651488,674;1519,574437;598,5861764;236,1414195;2,024409547;200,7202066
28,25;7651294,193;1644,983539;647,9932813;255,6387321;2,191557461;217,2929223
28,5;7651083,665;1780,739251;701,4777018;276,7453463;2,372501708;235,2335444
28,75;7650855,767;1927,694631;759,3757924;299,5940698;2,56838083;254,6549593
29;7650609,066;2086,772976;822,0516333;324,3286656;2,78042729;275,6793658
29,25;7650342,012;2258,973582;889,899312;351,1047561;3,009975216;298,4390427
29,5;7650052,927;2445,377987;963,3453922;380,0907997;3,258468782;323,0771798
29,75;7649739,995;2647,15671;1042,851585;411,4691492;3,527471274;349,7487768
30;7649401,25;2865,576549;1128,91764;445,437196;3,818674903;378,6216166
30,25;7649034,565;3102,008467;1222,084469;482,2086099;4,133911432;409,8773185
30,5;7648637,637;3357,936123;1322,937532;522,0146793;4,475163665;443,7124774
30,75;7648207,974;3634,965089;1432,110495;565,1057622;4,84457789;480,3398978
31;7647742,881;3934,832816;1550,289187;611,7528566;5,244477339;519,9899281
31,25;7647239,438;4259,419414;1678,215881;662,2492998;5,67737675;562,9119048
31,5;7646694,488;4610,759288;1816,693927;716,9126062;6,145998136;609,3757152
31,75;7646104,614;4991,053723;1966,592754;776,0864573;6,653287834;659,6734887
32;7645466,117;5402,684475;2128,853288;840,142854;7,202434956;714,1214259
32,25;7644774,996;5848,228459;2304,493808;909,4844452;7,796891361;773,0617784
32,5;7644026,923;6330,473605;2494,61627;984,5470474;8,440393245;836,8649903
32,75;7643217,212;6852,435984;2700,413156;1065,80237;9,136984516;905,9320148
33;7642340,795;7417,378299;2923,174866;1153,760966;9,891042066;980,6968209
33,25;7641392,19;8028,829841;3164,297713;1248,975416;10,70730312;1061,629104
33,5;7640365,465;8690,608021;3425,292563;1352,043786;11,59089479;1149,237218
33,75;7639254,204;9406,841606;3707,794163;1463,613352;12,5473661;1244,071349
34;7638051,466;10181,99577;4013,571231;1584,384637;13,58272256;1346,726941
34,25;7636749,744;11020,89912;4344,537341;1715,115776;14,70346354;1457,84841
34,5;7635340,921;11928,77279;4702,762684;1856,627234;15,91662278;1578,133149
34,75;7633816,215;12911,2618;5090,486768;2009,806905;17,2298121;1708,33587
35;7632166,132;13974,46888;5510,132121;2175,615632;18,65126865;1849,273287
35,25;7630380,407;15124,99077;5964,319085;2355,093161;20,18990607;2001,829187
35,5;7628447,941;16369,95738;6455,881771;2549,364593;21,85536968;2166,959904
35,75;7626356,735;17717,07381;6987,88527;2759,647338;23,65809619;2345,700237
36;7624093,822;19174,66562;7563,644216;2987,258647;25,60937822;2539,16985
36,25;7621645,185;20751,72729;8186,742784;3233,623734;27,72143393;2748,580174
36,5;7618995,677;22457,9744;8861,056243;3500,284558;30,00748234;2975,241874
36,75;7616128,935;24303,89946;9590,774173;3788,909303;32,48182459;3220,572908
37;7613027,28;26300,83179;10380,42545;4101,302621;35,1599317;3486,107228
37,25;7609671,618;28461,00161;11234,90514;4439,416676;38,05853933;3773,504175
37,5;7606041,329;30797,60858;12159,50342;4805,363077;41,19575003;4084,558616
37,75;7602114,151;33324,89501;13159,93666;5201,425746;44,59114356;4421,211884
38;7597866,055;36058,22395;14242,38081;5630,0748;48,26589591;4785,56358
38,25;7593271,106;39014,16243;15413,50725;6093,98152;52,24290764;5179,884292
38,5;7588301,327;42210,56998;16680,52127;6596,034492;56,54694219;5606,629318
38,75;7582926,542;45666,69267;18051,20321;7139,356989;61,204775;6068,453441
39;7577114,214;49403,26272;19533,95266;7727,325714;66,24535408;6568,226857
39,25;7570829,269;53442,604;21137,83565;8363,590959;71,69997293;7109,052316
39,5;7564033,921;57808,74325;22872,63508;9052,09832;77,6024566;7694,283572
39,75;7556687,467;62527,52721;24748,9046;9797,112041;83,98936193;8327,545235
40;7548746,088;67626,74558;26778,02601;10603,24013;90,90019271;9012,754107
40,25;7540162,631;73136,25953;28972,27037;11475,46131;98,37763099;9754,142112
40,5;7530886,379;79088,13577;31344,86294;12419,15402;106,4677853;10556,28092
40,75;7520862,815;85516,78548;33910,05209;13440,12746;115,2204573;11424,10834
41;7510033,366;92459,10785;36683,18225;14544,65495;124,6894272;12362,9567
41,25;7498335,149;99954,63732;39680,771;15739,50958;134,9327599;13378,58315
41,5;7485700,7;108045,6936;42920,59031;17032,0025;146,0131329;14477,20213
41,75;7472057,693;116777,5336;46421,75195;18430,0237;157,998186;15665,52015
42;7457328,654;126198,5027;50204,79696;19942,08569;170,960896;16950,77284
42,25;7441430,676;136360,1853;54291,78908;21577,37006;184,9799753;18340,76455
42,5;7424275,12;147317,5507;58706,41201;23345,77706;200,1402975;19843,9105
42,75;7405767,326;159129,0921;63474,06996;25257,97835;216,5333495;21469,2816
43;7385806,322;171856,9561;68621,99139;27325,47311;234,257712;23226,65214
43,25;7364284,54;185567,058;74179,3351;29560,64737;253,419569;25126,55026
43,5;7341087,553;200329,1785;80177,29811;31976,83695;274,1332467;27180,31141
43,75;7316093,823;216217,0367;86649,22446;34588,39382;296,5217826;29400,13474
44;7289174,479;233308,3334;93630,71361;37410,75604;320,7175253;31799,14263
44,25;7260193,132;251684,7568;101159,7274;40460,52123;346,862764;34391,44305
44,5;7229005,729;271431,943;109276,6937;43755,52353;375,1103883;37192,195
44,75;7195460,474;292639,3825;118024,6048;47314,91386;405,6245767;40217,67678
45;7159397,806;315400,261;127449,1083;51159,24355;438,581513;43485,35702
45,25;7120650,467;339811,2243;137598,588;55310,55074;474,1701274;47013,96813
45,5;7079043,673;365972,0533;148524,2312;59792,44955;512,5928605;50823,58212
45,75;7034395,398;393985,2354;160280,0791;64630,22141;554,0664468;54935,6882
46;6986516,796;423955,4177;172923,056;69850,90795;598,8227106;59373,27176
46,25;6935212,788;455988,7241;186512,9731;75483,405;647,1093721;64160,89425
46,5;6880282,832;490191,9202;201112,5003;81558,55654;699,1908528;69324,77306
46,75;6821521,893;526671,4087;216787,1017;88109,24787;755,349074;74892,86069
47;6758721,657;565532,0353;233604,9273;95170,4966;815,8842371;80894,92211
47,25;6691672;606875,6899;251636,654;102779,5401;881,1155735;87362,60912
47,5;6620162,747;650799,6848;270955,2683;110975,918;951,3820505;94329,53031
47,75;6543985,732;697394,8958;291635,7821;119801,5471;1027,043016;101831,315
48;6462937,204;746743,6557;313754,874;129300,7875;1108,478763;109905,6694
48,25;6376820,576;798917,3904;337390,4456;139520,497;1196,090998;118592,4224
48,5;6285449,54;853973,9996;362621,0865;150510,0708;1290,303179;127933,5602
48,75;6188651,555;911954,9848;389525,4358;162321,4639;1391,56071;137973,2443
49;6086271,698;972882,3424;418181,4359;175009,1929;1500,330953;148757,814
49,25;5978176,868;1036755,248;448665,4684;188630,3129;1617,103036;160335,766
49,5;5864260,305;1103546,572;481051,3683;203244,3672;1742,387414;172757,7121
49,75;5744446,388;1173199,282;515409,3117;218913,3039;1876,715162;186076,3083
50;5618695,621;1245622,808;551804,577;235701,3568;2020,636947;200346,1533
50,25;5487009,753;1320689,458;590296,1814;253674,8863;2174,721668;215623,6534
50,5;5349436,876;1398230,996;630935,3988;272902,1749;2339,554702;231966,8487
50,75;5206076,401;1478035,516;673764,1718;293453,1752;2515,735743;249435,1989
51;5057083,725;1559844,76;718813,4332;315399,2059;2703,876198;268089,325
51,25;4902674,417;1643352,033;766101,3602;338812,5935;2904,596112;287990,7045
51,5;4743127,716;1728200,914;815631,5925;363766,2564;3118,520605;309201,318
51,75;4578789,131;1813984,912;867391,4491;390333,2316;3346,275813;331783,2469
52;4410071,918;1900248,266;921350,1889;418586,143;3588,484332;355798,2215
52,25;4237457,223;1986488,04;977457,3641;448596,6131;3845,760173;381307,1212
52,5;4061492,699;2072157,653;1035641,323;480434,6216;4118,703261;408369,4283
52,75;3882789,424;2156671,944;1095807,925;514167,8138;4407,893512;437042,6417
53;3702017,01;2239413,815;1157839,522;549860,7691;4713,884556;467381,6537
53,25;3519896,845;2319742,443;1221594,281;587574,2344;5037,197169;499438,0993
53,5;3337193,482;2397002,967;1286905,901;627364,3372;5378,312523;533259,6867
53,75;3154704,285;2470537,484;1353583,778;669281,788;5737,665353;568889,5198
54;2973247,512;2539697,098;1421413,664;713371,0888;6115,637171;606365,4255
54,25;2793649,138;2603854,695;1490158,854;759669,7631;6512,549659;645719,2987
54,5;2616728,776;2662418,025;1559561,915;808207,6246;6928,658406;686976,4809
54,75;2443285,147;2714842,654;1629346,951;859006,1016;7364,147114;730155,1863
55;2274081,592;2760644,27;1699222,38;912077,6358;7819,122445;775265,9904
55,25;2109832,166;2799409,865;1768884,187;967425,1716;8293,609641;822311,3959
55,5;1951188,821;2830807,307;1838019,572;1025041,751;8787,549049;871285,4882
55,75;1798730,182;2854592,886;1906310,911;1084910,227;9300,793673;922173,6927
56;1652952,339;2870616,507;1973439,939;1147003,107;9833,107824;974952,6407
56,25;1514261,987;2878824,291;2039092,023;1211282,532;10384,16694;1029590,152
56,5;1382972,134;2879258,495;2102960,418;1277700,394;10953,5586;1086045,335
56,75;1259300,472;2872054,771;2164750,377;1346198,596;11540,78474;1144268,807
57;1143370,367;2857436,932;2224183;1416709,437;12145,26497;1204203,021
57,25;1035214,311;2835709,491;2280998,724;1489156,134;12766,34103;1265782,714
57,5;934779,5616;2807248,354;2334960,355;1563453,447;13403,2822;1328935,43
57,75;841935,6107;2772490,107;2385855,576;1639508,414;14055,2915;1393582,152
58;756483,0687;2731920,371;2433498,893;1717221,154;14721,51267;1459637,981
58,25;678163,5165;2686061,725;2477732,976;1796485,745;15401,03766;1527012,884
58,5;606669,8801;2635461,647;2518429,418;1877191,141;16092,91447;1595612,47
58,75;541656,908;2580680,907;2555488,917;1959222,112;16796,15528;1665338,796
59;482751,3762;2522282,762;2588840,922;2042460,196;17509,74449;1736091,166
59,25;429561,7107;2460823,211;2618442,802;2126784,63;18232,64685;1807766,935
59,5;381686,7816;2396842,539;2644278,599;2212073,265;18963,81518;1880262,275
59,75;338723,7016;2330858,231;2666357,44;2298203,43;19702,19784;1953472,915
60;300274,5256;2263359,306;2684711,67;2385052,753;20446,74574;2027294,84
60,25;265951,8149;2194802,048;2699394,803;2472499,915;21196,41884;2101624,928
60,5;235383,0804;2125607,053;2710479,334;2560425,341;21950,19203;2176361,54
60,75;208214,1634;2056157,468;2718054,494;2648711,815;22707,06044;2251405,042
61;184111,6416;1986798,286;2722224;2737245,028;23466,04412;2326658,274
61,25;162764,3706;1917836,544;2723103,84;2825914,053;24226,19208;2402026,945
61,5;143884,2803;1849542,246;2720820,153;2914611,735;24986,58573;2477419,975
61,75;127206,5483;1782149,876;2715507,201;3003235,033;25746,34168;2552749,778
62;112489,2706;1715860,341;2707305,498;3091685,276;26504,61406;2627932,484
62,25;99512,73985;1650843,22;2696360,073;3179868,37;27260,59622;2702888,115
62,5;88078,43277;1587239,199;2682818,899;3267694,948;28013,52199;2777540,705
62,75;78007,79228;1525162,603;2666831,48;3355080,458;28762,66656;2851818,389
63;69140,88058;1464703,942;2648547,609;3441945,222;29507,34683;2925653,439
63,25;61334,96356;1405932,407;2628116,269;3528214,438;30246,92156;2998982,273
63,5;54463,07583;1348898,276;2605684,697;3613818,16;30980,79108;3071745,436
63,75;48412,60454;1293635,19;2581397,575;3698691,234;31708,39686;3143887,549
64;43083,9204;1240162,274;2555396,363;3782773,221;32429,22076;3215357,238
64,25;38389,0761;1188486,106;2527818,743;3866008,29;33142,78413;3286107,047
64,5;34250,58563;1138602,501;2498798,173;3948345,093;33848,64679;3356093,329
64,75;30600,29218;1090498,135;2468463,536;4029736,63;34546,40581;3425276,136
65;27378,32838;1044152,002;2436938,876;4110140,099;35235,69425;3493619,084
65,25;24532,16896;999536,7067;2404343,206;4189516,739;35916,17981;3561089,228
65,5;22015,7737;956619,6153;2370790,385;4267831,663;36587,56342;3627656,913
65,75;19788,81667;915363,8625;2336389,048;4345053,695;37249,57782;3693295,641
66;17815,99668;875729,2342;2301242,585;4421155,198;37901,98606;3757981,918
66,25;16066,42314;837672,9335;2265449,163;4496111,9;38544,58008;3821695,115
66,5;14513,07128;801150,2429;2229101,777;4569902,729;39177,17922;3884417,32
66,75;13132,30038;766115,0937;2192288,335;4642509,642;39799,6288;3946133,196
67;11903,42914;732520,5516;2155091,764;4713917,457;40411,79867;4006829,838
67,25;10808,36218;700319,2298;2117590,131;4784113,695;41013,58185;4066496,64
67,5;9831,262337;669463,6374;2079856,788;4853088,419;41604,89316;4125125,156
67,75;8958,263632;639906,4708;2041960,515;4920834,083;42185,66788;4182708,971
68;8177,220178;611600,8565;2003965,684;4987345,379;42755,86054;4239243,572
68,25;7477,486906;584500,5508;1965932,422;5052619,097;43315,44359;4294726,232
68,5;6849,728221;558560,1026;1927916,778;5116653,985;43864,40633;4349155,887
68,75;6285,751167;533734,9841;1889970,894;5179450,617;44402,75365;4402533,025
69;5778,360077;509981,6941;1852143,175;5241011,266;44930,50505;4454859,576
69,25;5321,229982;487257,8381;1814478,459;5301339,78;45447,69352;4506138,813
69,5;4908,796396;465522,1881;1777018,183;5360441,468;45954,36458;4556375,248
69,75;4536,159382;444734,7257;1739800,55;5418322,99;46450,5753;4605574,541
70;4199,000041;424856,6702;1702860,687;5474992,249;46936,39346;4653743,412
70,25;3893,507817;405850,4956;1666230,807;5530458,293;47411,89661;4700889,549
70,5;3616,317202;387679,9364;1629940,357;5584731,218;47877,17131;4747021,535
70,75;3364,452616;370309,9857;1594016,169;5637822,081;48332,31234;4792148,769
71;3135,280379;353706,8859;1558482,601;5689742,811;48777,42198;4836281,389
71,25;2926,466853;337838,1137;1523361,678;5740506,132;49212,6093;4879430,212
71,5;2735,94194;322672,3607;1488673,223;5790125,485;49637,98954;4921606,662
71,75;2561,867229;308179,5099;1454434,983;5838614,956;50053,68344;4962822,713
72;2402,608186;294330,6094;1420662,755;5885989,21;50459,81673;5003090,829
72,25;2256,709858;281097,8437;1387370,501;5932263,426;50856,51953;5042423,912
72,5;2122,875626;268454,5032;1354570,458;5977453,237;51243,92588;5080835,251
72,75;1999,948618;256374,9528;1322273,249;6021574,676;51622,17322;5118338,475
73;1886,89543;244834,5991;1290487,982;6064644,122;51991,40195;5154947,504
73,25;1782,791852;233809,8572;1259222,347;6106678,249;52351,75503;5190676,512
73,5;1686,810357;223278,1179;1228482,711;6147693,984;52703,37757;5225539,886
73,75;1598,209108;213217,7138;1198274,202;6187708,458;53046,41643;5259552,189
74;1516,322299;203607,8864;1168600,798;6226738,973;53381,01994;5292728,127
74,25;1440,551659;194428,7531;1139465,4;6264802,958;53707,33751;5325082,514
74,5;1370,358969;185661,2752;1110869,91;6301917,936;54025,51937;5356630,246
74,75;1305,259472;177287,2258;1082815,304;6338101,494;54335,71629;5387386,27
75;1244,816049;169289,159;1055301,695;6373371,25;54638,0793;5417365,563
75,25;1188,634087;161650,3791;1028328,402;6407744,826;54932,75947;5446583,102
75,5;1136,356932;154354,9118;1001894,004;6441239,819;55219,90768;5475053,847
75,75;1087,661874;147387,4745;975996,4044;6473873,785;55499,6744;5502792,717
76;1042,256584;140733,4491;950632,8783;6505664,206;55772,20954;5529814,575
76,25;999,8759557;134378,8548;925800,1266;6536628,48;56037,66221;5556134,208
76,5;960,2793056;128310,3217;901494,3232;6566783,895;56296,18064;5581766,311
76,75;923,2478804;122515,0658;877711,1597;6596147,615;56547,91198;5606725,472
77;888,582642;116980,8644;854445,8884;6624736,662;56793,00215;5631026,163
77,25;856,1022956;111696,0327;831693,3617;6652567,907;57031,59578;5654682,721
77,5;825,6415312;106649,4011;809448,0704;6679658,051;57263,83604;5677709,343
77,75;797,0494544;101830,2931;787704,1781;6706023,615;57489,86457;5700120,073
78;770,1881859;97228,50468;766455,5552;6731680,931;57709,82139;5721928,791
78,25;744,931608;92834,28378;745695,8094;6756646,13;57923,84479;5743149,211
78,5;721,164244;88638,31097;725418,3154;6780935,138;58132,07128;5763794,867
78,75;698,7802531;84631,68082;705616,2416;6804563,662;58334,63553;5783879,112
79;677,6825298;80805,88396;686282,5764;6827547,187;58531,67029;5803415,109
79,25;657,781895;77152,78987;667410,1514;6849900,971;58723,30635;5822415,825
79,5;638,9963696;73664,6304;648991,6643;6871640,036;58909,67253;5840894,031
79,75;621,2505202;70333,98396;631019,6997;6892779,17;59090,89556;5858862,295
80;604,4748714;67153,76034;613486,7483;6913332,916;59267,10014;5876332,979
80,25;588,6053745;64117,18619;596385,2252;6933315,574;59438,40886;5893318,238
80,5;573,5829298;61217,79108;579707,4868;6952741,197;59604,94218;5909830,017
80,75;559,3529538;58449,39419;563445,8467;6971623,588;59766,81845;5925880,05
81;545,8649893;55806,09151;547592,5898;6989976,3;59924,15386;5941479,855
81,25;533,0723516;53282,24362;532139,9863;7007812,635;60077,06243;5956640,74
81,5;520,9318092;50872,464;517080,3037;7025145,644;60225,65605;5971373,798
81,75;509,4032931;48571,60779;502405,8191;7041988,125;60370,04444;5985689,907
82;498,4496344;46374,76109;488108,8291;7058352,625;60510,33516;5999599,731
82,25;488,0363252;44277,23071;474181,6601;7074251,439;60646,63362;6013113,723
82,5;478,1313015;42274,53434;460616,6774;7089696,614;60779,04308;6026242,122
82,75;468,7047461;40362,39115;447406,2932;7104699,946;60907,66469;6038994,954
83;459,7289086;38536,71285;434542,9745;7119272,986;61032,59746;6051382,038
83,25;451,1779414;36793,59505;422019,2499;7133427,039;61153,93831;6063412,983
83,5;443,0277511;35129,3091;409827,7159;7147173,165;61271,78205;6075097,19
83,75;435,2558614;33540,29421;397961,0429;7160522,186;61386,22146;6086443,858
84;427,841289;32023,14996;386411,9801;7173484,681;61497,34724;6097461,979
84,25;420,7644299;30574,62909;375173,3604;7186070,998;61605,24809;6108160,348
84,5;414,0069547;29191,6307;364238,1044;7198291,247;61710,01069;6118547,56
84,75;407,5517138;27871,19364;353599,2245;7210155,31;61811,71976;6128632,014
85;401,3826497;26610,49026;343249,8281;7221672,841;61910,45804;6138421,915
85,25;395,4847167;25406,82046;333183,1203;7232853,268;62006,30638;6147925,278
85,5;389,8438079;24257,60589;323392,4068;7243705,8;62099,34372;6157149,93
85,75;384,4466867;23160,38456;313871,0959;7254239,426;62189,64712;6166103,512
86;379,2809255;22112,80557;304612,7009;7264462,921;62277,29181;6174793,483
86,25;374,3348482;21112,62412;295610,8409;7274384,849;62362,3512;6183227,122
86,5;369,5974774;20157,69676;286859,2428;7284013,566;62444,89694;6191411,531
86,75;365,0584864;19245,97681;278351,7421;7293357,224;62524,99889;6199353,64
87;360,7081539;18375,51001;270082,2838;7302423,773;62602,72523;6207060,207
87,25;356,5373231;17544,43039;262044,9231;7311220,967;62678,14243;6214537,822
87,5;352,5373638;16750,95624;254233,8255;7319756,366;62751,31529;6221792,911
87,75;348,7001368;15993,38636;246643,2673;7328037,339;62822,30699;6228831,738
88;345,0179616;15270,09643;239267,6353;7336071,071;62891,17913;6235660,41
88,25;341,4835862;14579,53551;232101,4272;7343864,562;62957,99171;6242284,878
88,5;338,0901594;13920,22278;225139,2508;7351424,633;63022,80321;6248710,938
