,S,E,I,R,D,C,L,time
0,7653844.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1,7653843.700000041,0.2999999608040142,0.8711340206185568,0.10309278350515466,0.025773195876288665,1.0,0.0,1
2,7653842.350000593,0.0,2.4088739236702206,0.1929003870591934,0.04822509676479835,1.2999999588355422,0.08762886597938147,2
3,7653841.627338666,0.7226619268929236,2.0984520262900377,0.4412379049633399,0.11030947624083498,2.649999407120049,0.16396532900031438,3
4,7653838.375362265,0.0,5.802671560474047,0.6575729401008431,0.16439323502521078,3.372661334462464,0.3750522192188389,4
5,7653836.634562302,1.7407999614251202,5.054904606804711,1.255786503036312,0.313946625759078,6.624637735076249,0.5589369990857166,5
6,7653828.800975846,0.0,13.97788762510446,1.776909222726049,0.44422730568151225,8.3654376976192,1.0674185275808652,6
7,7653824.607618433,4.193357412457206,12.176613446611618,3.217928565520324,0.804482141380081,16.199024153873324,1.5103728393171416,7
8,7653805.737588137,0.0,33.67086105443178,4.4732406458413605,1.1183101614603401,20.39238156657666,2.735239280692275,8
9,7653795.636381639,10.101206499267086,29.33183256803594,7.944463434958042,1.9861158587395105,39.26241186261177,3.8022545489651565,9
10,7653750.181406499,0.0,81.10820453815708,10.968311170065018,2.7420777925162545,49.363618360832334,6.752793919714335,10
11,7653725.849246577,24.332159922136203,70.65611632447704,19.329981741009053,4.832495435252263,94.81859350111336,9.323064494555265,11
12,7653616.357164655,0.0,195.37557232588964,26.613810415619515,6.653452603904879,119.15075342264026,16.430484479857697,12
13,7653557.7462438885,58.61092076507304,170.19830785090386,46.75562199560813,11.688905498902033,228.64283534511924,22.621738853276586,13
14,7653294.01241176,0.0,470.61252264670435,64.30005247517104,16.07501311879276,287.25375611148775,39.74227869626691,14
15,7653152.838818549,141.17359320987094,409.9665790066651,112.81680738720242,28.204201846800604,550.9875882398337,54.655044603895384,15
16,7652517.6464941595,0.0,1133.5147262901075,155.07102364008878,38.767755910022196,692.1611814508215,95.89428627912206,16
17,7652177.651049564,339.99544459664565,987.4432409434443,271.92821191741956,67.98205297935489,1327.353505840525,131.81037009407547,17
18,7650648.186879852,0.0,2729.730309360083,373.66624863125645,93.41656215781411,1667.3489504363388,231.1389801298066,18
19,7649829.60982837,818.577051481054,2377.960939597185,655.0817444415742,163.77043611039355,3196.8131201481447,317.616311336568,19
20,7646149.0000404455,0.0,6571.146087816618,899.8830973897283,224.97077434743207,4015.390171630308,556.8194827753381,20
21,7644179.638415466,1969.3616249798129,5724.3489115515895,1577.320838401751,394.33020960043774,7695.999959554523,764.900632781269,21
22,7635334.795522825,0.0,15803.40714787643,2165.437863439039,541.3594658597598,9665.361584533937,1340.7227126414882,22
23,7630605.239156685,4729.556366139961,13766.885608201632,3794.6550951788777,948.6637737947194,18510.20447717514,1840.6221839231832,23
24,7609421.864436645,0.0,37920.31753745314,5202.254420720796,1300.563605180199,23239.76084331516,3225.456830902046,24
25,7598111.796358083,11310.068078562199,33033.67867953393,9111.565507056172,2277.891376764043,44423.13556335494,4421.916257612676,25
26,7547785.423239855,0.0,90496.68621862205,12450.312433218302,3112.5781083045754,55733.203641916625,7744.830680997746,26
27,7521012.622023247,26772.80121660786,78834.74211828415,21779.86771348862,5444.966928372155,106059.5767601449,10582.765568235556,27
28,7403712.80022402,0.0,213217.2320116771,29531.974211442022,7382.993552860506,132832.37797675282,18512.887556465328,28
29,7341838.050348375,61874.74987564505,185740.7845874919,51513.13215079018,12878.283037697545,250132.19977597985,25102.17807972572,29
30,7080262.207104719,0.0,487777.95259408443,68643.87224095741,17160.968060239353,312006.949651625,43786.16232817165,30
31,6944895.11501398,135367.09209073923,424919.96901237254,118930.25910632695,29732.564776581738,573582.7928952808,58347.2914048138,31
32,6415580.610800748,0.0,1047165.017738793,152879.4971683669,38219.87429209173,708949.8849860197,101090.72024037791,32
33,6152255.2527311575,263325.3580695907,912221.072153897,260834.65363628377,65208.66340907094,1238264.3891992522,129947.57259311188,33
34,5268084.950726682,0.0,1991828.8506252693,315144.9589184391,78786.23972960978,1501589.7472688425,221709.4555908412,34
35,4856796.627312677,411288.3234140045,1735149.8750292293,520488.13939527096,130122.03484881774,2385760.0492733177,267873.2150806732,35
36,3776297.3174683605,0.0,3148220.8731401344,583461.4475132033,145865.3618783008,2797048.372687323,442414.9184859803,36
37,3310311.2135674986,465986.1039008625,2742522.3070138283,908020.3004142483,227005.07510356206,3877547.6825316395,495942.2303862228,37
38,2406937.539279809,0.0,4034306.174954281,970081.0286127283,242520.2571531821,4343533.786432501,771817.255352111,38
39,2026331.857660474,380605.6816193349,3514421.3585941927,1385988.8817007986,346497.22042519966,5246907.460720191,824568.874320819,39
40,1471571.0299860095,0.0,4341654.024407305,1472495.9564853474,368123.98912133684,5627513.142339526,1178090.5494456787,40
41,1221145.8273117999,250425.20267420993,3782162.5264166733,1920089.1548778533,480022.28871946334,6182273.970013991,1251621.5630125452,41
42,925713.97927438,0.0,4158223.9257031092,2055925.676018009,513981.41900450224,6432699.1726882,1632075.7816461753,42
43,774835.8513409077,150878.12793347237,3622370.3270300278,2484608.554956474,621152.1387391185,6728131.02072562,1747536.8246153076,43
44,618823.3902346352,0.0,3709647.913264297,2660298.9572008546,665074.7393002136,6879009.148659092,2111917.2717130026,44
45,528844.4228687014,89978.96736593382,3231600.501761166,3042736.8864033595,760684.2216008399,7035021.609765365,2261254.1136207264,45
46,442329.018879334,0.0,3170081.684713363,3233147.437125842,808286.8592814605,7125000.577131298,2586326.3534428556,46
47,387367.6580979252,54961.360781408875,2761566.0036935997,3559959.9819416534,889989.9954854134,7211515.9811206665,2748175.321556966,47
